,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
589,127,118,9,0.22222199999999998,0.0,1.72222,1.5296299999999998,3.44444,9.4963,22.7407,21.5556,29.0,17.6667,-3.55556,18.7778,-15.2222,29.0,0.390398,-1.7073900000000002,0
590,67,118,9,0.0,0.0,1.11111,0.38518600000000003,2.27778,4.28518,21.1111,20.2222,27.3333,15.7778,-2.66667,18.6667,-16.0,27.3333,0.41688400000000003,-1.62075,0
591,229,104,9,0.0,0.0,0.5,0.547722,2.83333,2.04124,19.7778,16.3333,26.1111,16.8889,-10.3333,19.0,-8.66667,26.1111,0.37553200000000003,-2.15064,6
592,20,117,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
593,161,138,9,0.0,0.0,0.22222199999999998,0.17213299999999998,0.22222199999999998,0.27216599999999996,1.22222,0.44444399999999995,3.22222,0.0,-2.33333,6.0,-3.66667,3.22222,1.0,-1.94917,6
594,17,18,9,0.0,0.0,1.22222,1.29386,1.27778,1.25462,125.63,114.0,142.0,120.889,-34.8889,49.1111,-14.2222,142.0,0.197105,-2.3521799999999997,5
595,25,208,9,0.0,0.0,5.72222,4.841559999999999,6.33333,3.5527800000000003,55.6296,48.2222,70.3333,48.3333,-22.2222,44.1111,-21.8889,70.3333,0.32059499999999996,-2.09458,4
596,21,232,9,0.0,0.0,2.38889,2.68519,2.27778,2.37407,13.5556,11.3333,12.3333,17.0,-6.66667,-3.66667,10.3333,17.0,0.327918,2.28315,3
597,33,132,9,0.11111099999999999,0.0,1.05556,0.9981469999999999,1.72222,0.9981459999999999,1.9629599999999998,0.666667,4.22222,1.0,-3.88889,6.77778,-2.88889,4.22222,0.676888,-2.15243,2
598,201,161,9,0.0,0.0,2.55556,0.518519,11.5,96.6555,41.8148,35.7778,51.4444,38.2222,-18.1111,28.8889,-10.7778,51.4444,0.302983,-2.33897,4
599,49,95,9,0.0,0.0,1.66667,5.91111,3.0,3.2888900000000003,5.18518,2.22222,9.44444,3.88889,-8.88889,12.7778,-3.88889,9.44444,0.794108,-2.32646,2
600,110,92,9,0.11111099999999999,0.0,1.8888900000000002,4.02963,2.27778,3.5296300000000005,7.444439999999999,3.22222,12.6667,6.44444,-12.6667,15.6667,-3.0,12.6667,0.759012,-2.45218,2
601,225,244,9,0.0,0.0,3.38889,2.1951099999999997,3.0,1.52023,12.2593,10.3333,9.33333,17.1111,-5.77778,-8.77778,14.5556,17.1111,0.480149,1.9879,3
602,142,208,9,0.0,0.0,1.9444400000000002,2.64074,2.5,1.3222200000000002,18.5556,15.4444,14.8889,25.3333,-9.33333,-11.0,20.3333,25.3333,0.440895,2.10221,3
603,39,138,9,0.0,0.0,1.11111,0.501848,2.38889,1.63865,54.6296,49.1111,66.7778,48.0,-16.5556,36.4444,-19.8889,66.7778,0.280911,-2.02966,1
604,28,188,9,0.0,0.0,1.44444,1.4963,5.11111,19.0074,29.963,26.8889,36.4444,26.5556,-9.22222,19.4444,-10.2222,36.4444,0.275863,-2.08357,4
605,248,103,9,0.0,0.0,0.944443,0.574134,1.11111,0.9349200000000001,35.6296,30.7778,45.2222,30.8889,-14.5556,28.7778,-14.2222,45.2222,0.323915,-2.10261,1
606,62,223,9,0.0,0.0,2.5,5.72222,1.66667,2.44444,6.66667,4.88889,4.66667,10.4444,-5.33333,-6.0,11.3333,10.4444,0.59315,2.04659,3
607,66,160,9,0.0,0.0,3.0,4.04445,2.77778,0.429629,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.42601400000000006,-2.13873,1
608,180,162,9,0.0,0.0,3.11111,5.76296,12.9444,9.39626,41.4815,35.6667,50.5556,38.2222,-17.4444,27.2222,-9.77778,50.5556,0.291106,-2.33537,4
609,59,96,9,0.0,0.0,0.611111,0.418521,0.611112,0.24074099999999998,111.59299999999999,103.444,128.111,103.22200000000001,-24.4444,49.5556,-25.1111,128.111,0.197734,-2.08595,5
610,29,85,9,0.0,0.0,2.83333,2.94203,2.38889,3.0508,4.07407,2.11111,6.77778,3.33333,-5.88889,8.11111,-2.22222,6.77778,0.7629630000000001,-2.3698599999999996,2
611,90,116,9,0.0,0.0,1.27778,0.854184,1.33333,1.13529,18.7407,11.7778,29.5556,14.8889,-20.8889,32.4444,-11.5556,29.5556,0.596104,-2.25997,2
612,17,98,9,0.11111099999999999,0.0,0.722222,0.712325,0.666667,0.730297,1.51852,0.333333,2.88889,1.33333,-3.55556,4.11111,-0.555556,2.88889,0.916667,-2.4238,2
613,170,113,9,0.0,0.0,2.83333,0.6236079999999999,1.22222,0.68853,28.3333,24.3333,34.8889,25.7778,-12.0,19.6667,-7.66667,34.8889,0.302071,-2.23625,6
614,252,82,9,0.0,0.0,1.05555,0.41852,0.777778,0.474074,38.8889,34.5556,48.4444,33.6667,-13.0,28.6667,-15.6667,48.4444,0.30387600000000003,-2.0280400000000003,1
615,163,152,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
616,31,62,9,0.0,0.0,1.83333,0.833334,1.83333,0.9666680000000001,21.1852,20.5556,27.2222,15.7778,-1.8888900000000002,18.1111,-16.2222,27.2222,0.419469,-1.65012,0
617,108,144,9,0.0,0.0,0.388889,0.151852,0.22222199999999998,0.0740741,0.9629629999999999,0.0,2.88889,0.0,-2.88889,5.77778,-2.88889,2.88889,1.0,-2.0944,2
618,38,41,9,0.11111099999999999,0.0,1.77778,1.6740700000000002,1.66667,1.77778,22.4815,20.7778,29.7778,16.8889,-5.11111,21.8889,-16.7778,29.7778,0.432047,-1.7716599999999998,0
619,229,104,9,0.0,0.0,0.5,0.547722,2.83333,2.04124,19.7778,16.3333,26.1111,16.8889,-10.3333,19.0,-8.66667,26.1111,0.37553200000000003,-2.15064,6
620,79,47,9,0.11111099999999999,0.0,0.666669,0.355557,1.0,1.1555600000000001,126.37,116.0,141.667,121.444,-31.1111,45.8889,-14.7778,141.667,0.18101199999999998,-2.3157900000000002,5
621,201,86,9,0.0,0.11111099999999999,9.5,222.7,8.77778,105.541,13.4074,8.77778,19.8889,11.5556,-13.8889,19.4444,-5.55556,19.8889,0.630945,-2.36358,2
622,180,116,9,0.0,0.0,2.94445,1.6113,1.33333,0.816497,33.1852,29.1111,41.6667,28.7778,-12.2222,25.4444,-13.2222,41.6667,0.309461,-2.06811,1
623,252,195,9,0.0,0.0,2.61111,2.09143,3.7222199999999996,2.2052099999999997,47.6667,42.4444,58.7778,41.7778,-15.6667,33.3333,-17.6667,58.7778,0.288788,-2.05167,4
624,105,110,9,0.0,0.0,0.5,0.122222,1.9444400000000002,2.37407,4.22222,4.33333,6.33333,2.0,0.333333,6.33333,-6.66667,6.33333,0.708333,-1.53976,0
625,161,147,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
626,229,24,9,0.0,0.0,1.77778,1.10889,1.22222,1.04704,49.1852,42.3333,61.2222,44.0,-20.5556,36.1111,-15.5556,61.2222,0.30862,-2.1868,1
627,240,26,9,0.0,0.0,1.22222,1.0074,0.8888879999999999,0.207411,136.889,131.0,146.556,133.111,-17.6667,29.0,-11.3333,146.556,0.106102,-2.2307200000000003,5
628,96,119,9,0.0,0.0,0.333333,0.08888889999999999,0.555555,0.207407,1.44444,0.0,4.22222,0.11111099999999999,-4.33333,8.33333,-4.0,4.22222,1.0,-2.1137200000000003,2
629,97,116,9,0.0,0.0,0.722222,0.196296,0.555555,0.207407,6.629630000000001,7.555560000000001,8.44444,3.88889,2.77778,5.44444,-8.22222,8.55556,0.546517,-1.23395,0
630,207,215,9,0.0,0.0,3.22222,2.04033,2.5,1.61589,23.8148,18.1111,22.6667,30.6667,-17.1111,-3.44444,20.5556,30.6667,0.409837,2.4717599999999997,3
631,29,125,9,0.0,0.0,0.388889,0.062963,0.666667,0.177778,5.85185,7.22222,6.888889999999999,3.44444,4.11111,3.11111,-7.22222,7.33333,0.529762,-0.9442719999999999,0
632,24,58,9,0.0,0.0,0.8888889999999999,0.16296300000000002,1.38889,2.28519,20.9259,20.0,27.3333,15.4444,-2.77778,19.2222,-16.4444,27.3333,0.43474300000000005,-1.68507,0
633,10,190,9,0.0,0.0,2.66667,6.97778,2.5,2.65555,32.963,29.3333,41.1111,28.4444,-10.8889,24.4444,-13.5556,41.1111,0.305705,-2.0200400000000003,4
634,76,198,9,0.0,0.0,1.77778,1.2049299999999998,1.5,0.691214,14.5556,12.1111,11.7778,19.7778,-7.33333,-8.33333,15.6667,19.7778,0.41157299999999997,2.05567,3
635,212,160,9,0.0,0.0,1.44444,1.29386,1.44444,1.7722099999999998,23.2593,17.7778,23.4444,28.5556,-16.4444,0.555556,15.8889,28.5556,0.378216,2.6426,3
636,54,133,9,0.0,0.0,1.55556,1.0074100000000001,0.5,0.34444400000000003,5.370369999999999,3.66667,9.0,3.44444,-5.11111,10.8889,-5.77778,9.0,0.630471,-2.048,6
637,159,116,9,0.11111099999999999,0.0,0.44444399999999995,0.344265,2.05556,1.1038700000000001,29.8148,25.6667,37.1111,26.6667,-12.4444,21.8889,-9.44444,37.1111,0.310286,-2.17751,6
638,44,79,9,0.0,0.0,0.44444399999999995,0.344265,0.777779,0.403686,107.741,93.8889,126.556,102.77799999999999,-41.5556,56.4444,-14.8889,126.556,0.258079,-2.37797,5
639,97,21,9,0.0,0.0,0.9444440000000001,0.6116149999999999,1.33333,0.8692270000000001,126.815,115.0,142.889,122.556,-35.4444,48.2222,-12.7778,142.889,0.195127,-2.3778099999999998,5
640,129,91,9,0.0,0.11111099999999999,27.2778,752.2410000000001,25.2778,377.93,44.2963,38.4444,52.6667,41.7778,-17.5556,25.1111,-7.555560000000001,52.6667,0.348885,-2.3202700000000003,2
641,31,42,9,0.11111099999999999,0.0,1.27778,0.685184,0.9444440000000001,0.774073,127.037,117.0,141.778,122.333,-30.1111,44.2222,-14.1111,141.778,0.17463399999999998,-2.31442,5
642,133,67,9,0.0,0.0,1.38889,1.3963,2.11111,1.22963,27.1481,25.1111,35.8889,20.4444,-6.11111,26.2222,-20.1111,35.8889,0.42930799999999997,-1.76836,0
643,84,134,9,0.0,0.0,0.44444399999999995,0.11851800000000001,0.722222,0.151852,2.11111,1.0,4.66667,0.666667,-3.33333,7.66667,-4.33333,4.66667,0.874074,-2.01314,6
644,191,47,9,0.0,0.0,0.444445,0.38518800000000003,1.11111,0.38519000000000003,135.741,129.0,146.333,131.889,-20.2222,31.7778,-11.5556,146.333,0.118399,-2.26255,5
645,103,125,9,0.0,0.0,0.9444450000000001,0.827759,0.833333,0.6912149999999999,1.77778,0.44444399999999995,3.88889,1.0,-4.0,6.33333,-2.33333,3.88889,0.923809,-2.2375599999999998,2
646,148,192,9,0.11111099999999999,0.0,4.0,2.18072,4.94444,3.8667599999999998,58.1111,51.7778,72.0,50.5556,-19.0,41.6667,-22.6667,72.0,0.299308,-2.03405,4
647,45,111,9,0.0,0.0,0.5,0.349603,1.0,0.78881,16.1111,12.2222,23.7778,12.3333,-11.6667,23.0,-11.3333,23.7778,0.489897,-2.10067,6
648,112,201,9,0.0,0.0,2.83333,1.29529,3.11111,1.7847099999999998,21.2963,16.6667,20.3333,26.8889,-13.8889,-2.88889,16.7778,26.8889,0.381912,2.46794,3
649,239,32,9,0.0,0.0,0.777779,0.20740799999999998,1.5,1.18889,121.444,110.22200000000001,138.111,116.0,-33.6667,50.0,-16.3333,138.111,0.201898,-2.30939,5
650,245,140,9,0.0,0.0,0.166667,0.278887,0.611111,0.742867,0.407407,0.22222199999999998,0.777778,0.22222199999999998,-0.555556,1.11111,-0.555556,0.777778,0.24074099999999998,-2.0944,6
651,25,18,9,0.0,0.0,0.666665,0.08888919999999999,0.555553,0.385184,114.148,102.444,132.333,107.667,-35.1111,54.5556,-19.4444,132.333,0.225725,-2.27845,5
652,142,100,9,0.0,0.0,0.666667,0.26666599999999996,1.38889,0.907407,22.2222,21.7778,28.4444,16.4444,-1.33333,18.6667,-17.3333,28.4444,0.421994,-1.6233,0
653,142,111,9,0.0,0.0,1.11111,0.45542,0.555555,0.344265,28.7407,24.5556,35.8889,25.7778,-12.5556,21.4444,-8.88889,35.8889,0.31548400000000004,-2.20267,6
654,204,194,9,0.0,0.0,2.61111,1.92546,5.11111,3.4167300000000003,41.037,37.0,49.7778,36.3333,-12.1111,26.2222,-14.1111,49.7778,0.275415,-2.0452,4
655,238,25,9,0.0,0.0,0.388887,0.250923,0.9444469999999999,0.827759,116.259,103.667,133.778,111.333,-37.7778,52.5556,-14.7778,133.778,0.224975,-2.3602,5
656,116,203,9,0.0,0.0,3.05556,1.9484099999999998,2.94444,1.75647,19.5185,15.4444,17.6667,25.4444,-12.2222,-5.55556,17.7778,25.4444,0.393868,2.32038,3
657,14,134,9,0.0,0.0,0.388889,0.062963,0.388889,0.062963,5.2963,6.77778,6.22222,2.88889,4.44444,2.77778,-7.22222,7.0,0.587302,-0.912631,0
658,69,59,9,0.0,0.0,1.27778,0.951851,2.05556,1.48519,23.8519,22.6667,30.8889,18.0,-3.55556,21.1111,-17.5556,30.8889,0.41530100000000003,-1.69933,0
659,67,64,9,0.0,0.0,2.11111,2.11852,2.38889,3.4407400000000004,22.4815,22.0,28.8889,16.5556,-1.44444,19.2222,-17.7778,28.8889,0.42692299999999994,-1.6256700000000002,0
660,110,189,9,0.0,0.0,1.0,0.666667,1.22222,1.18634,12.9259,10.8889,9.22222,18.6667,-6.11111,-11.1111,17.2222,18.6667,0.508139,1.9108599999999998,3
661,140,188,9,0.0,0.0,2.0,2.10818,3.05555,2.49815,61.6667,54.4444,76.5556,54.0,-21.6667,44.6667,-23.0,76.5556,0.295624,-2.07403,4
662,208,65,9,0.0,0.0,1.38889,1.23678,26.4444,25.5375,56.7037,52.6667,64.4444,53.0,-12.1111,23.2222,-11.1111,64.4444,0.19713,-1.97081,1
663,42,133,9,0.0,0.0,1.16667,1.9061299999999999,2.72222,3.1581799999999998,2.7037,1.22222,5.0,1.8888900000000002,-4.44444,6.888889999999999,-2.44444,5.0,0.860606,-2.2084200000000003,6
664,127,120,9,0.0,0.0,0.5,0.477778,0.722222,0.596296,1.51852,0.11111099999999999,4.11111,0.333333,-4.22222,7.77778,-3.55556,4.11111,0.9841270000000001,-2.13309,2
665,70,71,9,0.11111099999999999,0.0,2.11111,1.80741,2.83333,2.0777799999999997,22.7778,21.8889,29.6667,16.7778,-2.66667,20.6667,-18.0,29.6667,0.43356999999999996,-1.6679599999999999,0
666,217,208,9,0.0,0.0,2.5,2.16667,2.66667,2.44445,16.0741,12.6667,14.4444,21.1111,-10.2222,-4.88889,15.1111,21.1111,0.40213000000000004,2.31093,3
667,67,71,9,0.0,0.0,1.66667,0.888891,1.5,0.299998,125.963,115.556,140.889,121.444,-31.2222,44.7778,-13.5556,140.889,0.179672,-2.33976,5
668,63,220,9,0.0,0.0,3.05556,15.263,3.66667,6.08889,8.185189999999999,6.555560000000001,6.44444,11.5556,-4.88889,-5.22222,10.1111,11.5556,0.486717,2.09315,3
669,68,103,9,0.0,0.0,0.666667,0.577778,1.11111,0.9629629999999999,2.14815,0.11111099999999999,5.66667,0.666667,-6.11111,10.5556,-4.44444,5.66667,0.987654,-2.18547,2
670,228,91,9,0.0,0.0,0.722222,0.196296,1.11111,0.385185,2.62963,0.44444399999999995,6.22222,1.22222,-6.555560000000001,10.7778,-4.22222,6.22222,0.939815,-2.22574,2
671,233,211,9,0.11111099999999999,0.0,2.66667,6.08889,1.66667,1.73333,15.4444,12.4444,15.2222,18.6667,-9.0,-0.666667,9.66667,18.6667,0.335421,2.55496,3
672,29,100,9,0.0,0.0,2.22222,1.36296,2.66667,3.6444400000000003,20.6296,20.8889,25.5556,15.4444,0.777778,14.7778,-15.5556,25.5556,0.394331,-1.5197,0
673,169,102,9,0.0,0.0,1.0,0.355555,0.8888889999999999,0.296295,58.2222,53.4444,69.6667,51.5556,-14.3333,34.3333,-20.0,69.6667,0.25976,-1.98558,1
674,180,179,9,0.0,0.0,2.27778,2.5074099999999997,4.55556,7.27407,35.4815,31.3333,44.1111,31.0,-12.4444,25.8889,-13.4444,44.1111,0.301166,-2.0752,4
675,57,93,9,0.0,0.0,0.388889,0.38968200000000003,0.22222199999999998,0.172132,17.9259,13.2222,27.1111,13.4444,-14.1111,27.5556,-13.4444,27.1111,0.511905,-2.11046,6
676,96,123,9,0.0,0.0,1.27778,0.151852,1.83333,2.0777799999999997,21.6296,14.7778,34.2222,15.8889,-20.5556,37.7778,-17.2222,34.2222,0.559546,-2.1497599999999997,1
677,81,122,9,0.0,0.11111099999999999,7.388889999999999,64.9519,4.83333,42.2556,6.629630000000001,3.33333,11.3333,5.22222,-9.88889,14.1111,-4.22222,11.3333,0.809331,-2.34902,2
678,102,50,9,0.0,0.0,1.61111,1.06284,1.33333,0.8692270000000001,60.8519,53.0,75.7778,53.7778,-23.5556,44.7778,-21.2222,75.7778,0.304774,-2.12948,1
679,182,186,9,0.11111099999999999,0.0,3.66667,2.0439599999999998,1.77778,1.24127,48.4444,43.7778,59.8889,41.6667,-14.0,34.3333,-20.3333,59.8889,0.30452199999999996,-1.9730599999999998,4
680,208,34,9,0.0,0.0,1.72222,1.73098,0.444445,0.501848,14.4444,10.7778,21.0,11.5556,-11.0,19.6667,-8.66667,21.0,0.479958,-2.1623799999999997,6
681,49,148,9,0.0,0.0,0.777778,0.25185100000000005,6.66667,33.4222,15.963,12.0,16.8889,19.0,-11.8889,2.77778,9.11111,19.4444,0.403708,2.91248,3
682,172,183,9,0.0,0.0,2.88889,1.68215,4.05556,3.07258,56.3333,50.4444,70.0,48.5556,-17.6667,41.0,-23.3333,70.0,0.30547199999999997,-1.99758,4
683,149,92,9,0.0,0.0,1.22222,0.562964,2.33333,3.8222199999999997,23.6667,23.1111,30.3333,17.5556,-1.66667,20.0,-18.3333,30.3333,0.42097299999999993,-1.63778,0
684,92,89,9,0.0,0.0,2.0,1.26491,1.22222,0.958392,58.9259,51.0,74.4444,51.3333,-23.7778,46.5556,-22.7778,74.4444,0.317871,-2.1087599999999997,1
685,169,66,9,0.0,0.0,2.0,2.08889,0.9444450000000001,0.418519,51.5926,47.7778,61.2222,45.7778,-11.4444,28.8889,-17.4444,61.2222,0.252103,-1.96125,1
686,96,130,9,0.0,0.0,0.555555,0.45542,1.22222,0.655461,2.40741,0.44444399999999995,5.0,1.77778,-5.88889,7.77778,-1.8888900000000002,5.0,0.931217,-2.36622,2
687,150,158,9,0.0,0.0,2.16667,1.63333,1.38889,0.41851800000000006,8.44444,7.0,12.2222,6.11111,-4.33333,11.3333,-7.0,12.2222,0.5030859999999999,-1.94345,1
688,91,115,9,0.11111099999999999,0.0,1.72222,1.44074,3.88889,2.82963,19.9259,20.5556,24.1111,15.1111,1.8888900000000002,12.5556,-14.4444,24.1111,0.375321,-1.44096,0
689,108,130,9,0.0,0.0,0.9444450000000001,0.5962970000000001,1.0,0.666667,6.629630000000001,8.44444,7.22222,4.22222,5.44444,1.77778,-7.22222,8.44444,0.5010140000000001,-0.764077,0
690,163,180,9,0.0,0.0,1.77778,1.18519,9.16667,63.9444,30.3704,27.4444,36.3333,27.3333,-8.77778,17.8889,-9.11111,36.3333,0.23849,-2.2170900000000002,4
691,189,39,9,0.0,0.0,1.05555,0.574136,0.777776,0.583728,124.185,113.889,140.333,118.333,-30.8889,48.4444,-17.5556,140.333,0.188391,-2.26811,5
692,207,58,9,0.0,0.0,0.777777,0.34426599999999996,0.8888879999999999,0.583728,110.37,97.6667,128.111,105.333,-38.1111,53.2222,-15.1111,128.111,0.237567,-2.35727,5
693,231,123,9,0.0,0.0,0.666667,0.08888889999999999,0.388889,0.151852,5.81482,7.111110000000001,6.888889999999999,3.44444,3.88889,3.22222,-7.111110000000001,7.33333,0.531746,-0.9884129999999999,0
694,147,193,9,0.0,0.0,6.611110000000001,3.6050400000000002,7.055560000000001,5.40953,51.7407,46.5556,63.0,45.6667,-15.5556,33.7778,-18.2222,63.0,0.275266,-2.08017,4
695,158,186,9,0.0,0.0,0.8888889999999999,0.34074099999999996,1.5,1.8111099999999998,12.0741,9.33333,10.7778,16.1111,-8.22222,-3.88889,12.1111,16.1111,0.428864,2.3195200000000002,3
696,14,71,9,0.0,0.0,13.0556,10.3825,21.8889,16.5364,31.8519,25.5556,40.2222,29.7778,-18.8889,25.1111,-6.22222,40.2222,0.395671,-2.4018200000000003,2
697,106,65,9,0.22222199999999998,0.0,2.22222,1.65552,2.27778,0.827759,60.6296,53.6667,74.5556,53.6667,-20.8889,41.7778,-20.8889,74.5556,0.287325,-2.09104,1
698,226,83,9,0.0,0.0,0.8888889999999999,0.518519,1.05555,0.507406,90.6296,74.5556,116.889,80.4444,-48.2222,78.7778,-30.5556,116.889,0.362062,-2.23905,5
699,65,70,9,0.0,0.0,0.666665,0.177776,1.11111,0.562963,112.51899999999999,104.0,127.77799999999999,105.77799999999999,-25.5556,45.7778,-20.2222,127.77799999999999,0.18609900000000001,-2.1716599999999997,5
700,133,141,9,0.0,0.0,0.11111099999999999,0.17213299999999998,0.11111099999999999,0.17213299999999998,0.0740741,0.0,0.22222199999999998,0.0,-0.22222199999999998,0.44444399999999995,-0.22222199999999998,0.22222199999999998,0.22222199999999998,-2.0944,6
701,127,81,9,0.0,0.0,24.3333,442.17800000000005,22.1111,263.096,42.5556,34.8889,51.7778,41.0,-23.0,27.6667,-4.66667,51.7778,0.366946,-2.47648,2
702,161,176,9,0.0,0.0,0.388889,0.151852,1.16667,0.388889,13.0,10.1111,11.7778,17.1111,-8.66667,-3.66667,12.3333,17.1111,0.40773400000000004,2.34062,3
703,66,160,9,0.0,0.0,3.0,4.04445,2.77778,0.429629,22.8519,18.2222,31.5556,18.7778,-13.8889,26.1111,-12.2222,31.5556,0.42601400000000006,-2.13873,1
704,32,240,9,0.0,0.0,1.27778,1.5408,2.27778,1.70511,12.1481,9.77778,9.33333,17.3333,-7.111110000000001,-8.44444,15.5556,17.3333,0.470675,2.04387,3
705,170,159,9,0.11111099999999999,0.0,2.27778,1.42075,1.61111,1.18165,20.5185,20.3333,22.3333,18.8889,-0.555556,5.44444,-4.88889,22.3333,0.15128,-1.5966799999999999,1
706,212,239,9,0.0,0.0,1.9444400000000002,1.45169,2.33333,2.82056,10.3704,7.66667,9.66667,13.7778,-8.11111,-2.11111,10.2222,13.7778,0.44596899999999995,2.42638,3
707,52,170,9,0.0,0.0,0.555556,0.45542,0.9444440000000001,0.389683,25.4444,20.1111,25.3333,30.8889,-16.0,-0.333333,16.3333,30.8889,0.349112,2.6040099999999997,3
708,112,114,9,0.0,0.0,0.722222,0.0629629,0.666667,0.0444444,5.25926,6.555560000000001,6.11111,3.11111,3.88889,2.55556,-6.44444,6.66667,0.534392,-0.91061,0
709,86,140,9,0.0,0.0,5.44444,4.768730000000001,3.05556,2.67845,9.925930000000001,6.0,15.1111,8.66667,-11.7778,15.5556,-3.7777800000000004,15.1111,0.627944,-2.41782,2
710,70,122,9,0.0,0.0,3.66667,4.0332,4.11111,3.78104,19.8889,17.8889,25.1111,16.6667,-6.0,15.6667,-9.66667,26.4444,0.402492,-1.54021,2
711,2,44,9,0.0,0.0,2.16667,2.38889,2.38889,1.5296299999999998,18.7407,17.3333,25.2222,13.6667,-4.22222,19.4444,-15.2222,25.2222,0.45768100000000006,-1.75373,0
712,230,41,9,0.0,0.0,0.888891,0.68853,1.8888900000000002,1.24127,121.48100000000001,110.22200000000001,138.889,115.333,-33.7778,52.2222,-18.4444,138.889,0.20639200000000002,-2.2808,5
713,186,162,9,0.0,0.0,1.61111,0.596296,12.3889,66.8185,44.0741,37.4444,54.6667,40.1111,-19.8889,31.7778,-11.8889,54.6667,0.301508,-2.38667,4
714,81,158,9,0.0,0.0,2.83333,1.14444,1.44444,1.7629599999999999,21.037,16.7778,29.0,17.3333,-12.7778,23.8889,-11.1111,29.0,0.41916000000000003,-2.1427,1
715,40,35,9,0.0,0.0,0.722223,0.250923,1.05555,0.646928,69.4444,61.7778,85.3333,61.2222,-23.0,47.6667,-24.6667,85.3333,0.287488,-2.0742,1
716,235,196,9,0.0,0.0,1.66667,1.33333,2.22222,1.1482700000000001,47.2593,41.7778,58.5556,41.4444,-16.4444,33.8889,-17.4444,58.5556,0.294238,-2.07462,4
717,161,89,9,0.0,0.0,4.66667,5.11642,0.166667,0.278887,3.11111,2.88889,3.7777800000000004,2.66667,-0.666667,2.0,-1.33333,3.7777800000000004,0.09764310000000001,-1.89048,6
718,239,160,9,0.0,0.0,1.83333,0.922221,5.94444,4.5963,45.1481,37.8889,58.3333,39.2222,-21.7778,39.5556,-17.7778,58.3333,0.352126,-2.1630000000000003,4
719,58,128,9,0.11111099999999999,0.0,2.94444,1.75647,2.44444,1.68215,16.4815,10.1111,25.8889,13.4444,-19.1111,28.2222,-9.11111,25.8889,0.6133850000000001,-2.3163,2
720,217,130,9,0.0,0.0,2.33333,2.53333,1.44444,0.474074,21.3704,15.7778,31.8889,16.4444,-16.7778,31.5556,-14.7778,31.8889,0.505441,-2.13492,1
721,40,73,9,0.11111099999999999,0.0,1.38889,1.0851899999999999,1.61111,2.5074099999999997,20.6296,19.7778,26.7778,15.3333,-2.55556,18.4444,-15.8889,26.7778,0.42697299999999994,-1.67546,0
722,184,91,9,0.0,0.0,1.22222,0.38518600000000003,0.388889,0.10740799999999999,24.0741,17.7778,34.8889,19.5556,-18.8889,32.4444,-13.5556,34.8889,0.48999,-2.20242,6
723,27,134,9,0.0,0.0,1.11111,0.9813069999999999,1.61111,1.06284,8.7037,3.66667,15.8889,6.555560000000001,-15.1111,21.5556,-6.44444,15.8889,0.772831,-2.343,2
724,150,152,9,0.0,0.0,0.11111099999999999,0.0296296,2.05556,3.57407,1.37037,1.0,2.33333,0.777778,-1.11111,2.88889,-1.77778,2.33333,0.537037,-2.00735,6
725,105,139,9,0.0,0.0,0.277778,0.10740699999999999,0.833333,0.5222220000000001,6.11111,7.555560000000001,7.22222,3.55556,4.33333,3.33333,-7.66667,7.555560000000001,0.532628,-0.9659459999999999,0
726,242,89,9,0.0,0.0,0.5,0.477778,0.9444450000000001,0.551852,1.8148099999999998,0.777778,4.11111,0.555556,-3.11111,6.888889999999999,-3.7777800000000004,4.11111,0.8962959999999999,-2.0422599999999997,6
727,72,118,9,0.0,0.0,0.277778,0.0629629,0.555556,0.11851800000000001,5.48148,6.555560000000001,6.66667,3.22222,3.22222,3.55556,-6.77778,7.111110000000001,0.545855,-1.05335,0
728,71,113,9,0.0,0.0,0.722222,0.24074099999999998,0.722222,0.151852,5.48148,7.111110000000001,6.33333,3.0,4.88889,2.55556,-7.444439999999999,7.111110000000001,0.580026,-0.851202,0
729,25,116,9,0.0,0.0,0.9444450000000001,0.151852,4.77778,3.0963,16.1852,17.0,20.0,11.5556,2.44444,11.4444,-13.8889,21.2222,0.447187,-1.1628399999999999,0
730,60,52,9,0.0,0.0,0.722223,0.596301,0.777777,0.740744,111.63,101.0,129.222,104.667,-31.8889,52.7778,-20.8889,129.222,0.218379,-2.22968,5
731,33,149,9,0.0,0.0,0.555556,0.251852,0.722222,0.151852,5.44444,4.11111,8.66667,3.55556,-4.0,9.66667,-5.66667,8.66667,0.578339,-1.9857,0
732,100,194,9,0.0,0.0,1.72222,2.59415,3.22222,1.50062,61.5556,54.7778,76.2222,53.6667,-20.3333,44.0,-23.6667,76.2222,0.295908,-2.04272,4
